Time,Node,S,E,I,R
45,4,4150.0,0.0,0.0,77854.18
45,5,3288.0,0.0,0.0,50729.88
45,6,7917.0,0.0,0.0,141415.36
45,7,6895.0,0.0,0.0,121609.805
45,8,5534.0,0.0,0.0,89738.71
45,9,7761.0,0.0,0.0,127391.5
45,10,2931.0,0.0,0.0,56333.703
45,11,5298.0,0.0,0.0,98059.42
45,12,5930.0,0.0,0.0,111522.92
45,13,6675.0,0.0,0.0,123824.43
46,0,594.0,12.0,149.0,26343.688
46,1,790.0,0.0,0.0,32528.125
46,2,1323.0,0.0,0.0,36740.406
46,3,3017.0,0.0,0.0,54571.98
46,4,4150.0,0.0,0.0,77849.46
46,5,3288.0,0.0,0.0,50726.77
46,6,7917.0,0.0,0.0,141409.56
46,7,6895.0,0.0,0.0,121605.516
46,8,5534.0,0.0,0.0,89735.516
46,9,7761.0,0.0,0.0,127386.97
46,10,2931.0,0.0,0.0,56331.7
46,11,5298.0,0.0,0.0,98055.945
46,12,5930.0,0.0,0.0,111518.98
46,13,6675.0,0.0,0.0,123820.05
47,0,594.0,7.0,150.0,26345.49
47,1,790.0,0.0,0.0,32525.418
47,2,1323.0,0.0,0.0,36737.68
47,3,3017.0,0.0,0.0,54568.66
47,4,4150.0,0.0,0.0,77844.74
47,5,3288.0,0.0,0.0,50723.664
47,6,7917.0,0.0,0.0,141403.75
47,7,6895.0,0.0,0.0,121601.234
47,8,5534.0,0.0,0.0,89732.31
47,9,7761.0,0.0,0.0,127382.43
47,10,2931.0,0.0,0.0,56329.695
47,11,5298.0,0.0,0.0,98052.47
47,12,5930.0,0.0,0.0,111515.03
47,13,6675.0,0.0,0.0,123815.67
48,0,590.0,6.0,151.0,26347.293
48,1,790.0,0.0,0.0,32522.71
48,2,1323.0,0.0,0.0,36734.957
48,3,3017.0,0.0,0.0,54565.344
48,4,4150.0,0.0,0.0,77840.02
48,5,3288.0,0.0,0.0,50720.56
48,6,7917.0,0.0,0.0,141397.95
48,7,6895.0,0.0,0.0,121596.95
48,8,5534.0,0.0,0.0,89729.12
48,9,7761.0,0.0,0.0,127377.9
48,10,2931.0,0.0,0.0,56327.695
48,11,5298.0,0.0,0.0,98049.0
48,12,5930.0,0.0,0.0,111511.08
48,13,6675.0,0.0,0.0,123811.29
49,0,588.0,7.0,142.0,26356.094
49,1,791.0,0.0,0.0,32520.002
49,2,1286.0,0.0,0.0,36360.234
49,3,3029.0,0.0,0.0,54562.023
49,4,4165.0,0.0,0.0,77834.305
49,5,3300.0,0.0,0.0,50717.453
49,6,7972.0,0.0,0.0,141392.16
49,7,6947.0,0.0,0.0,121590.67
49,8,5573.0,0.0,0.0,89724.92
49,9,7815.0,0.0,0.0,127371.36
49,10,2955.0,0.0,0.0,56324.695
49,11,5340.0,0.0,0.0,98044.53
49,12,5977.0,0.0,0.0,111506.13
49,13,6728.0,0.0,0.0,123805.914
50,0,585.0,6.0,133.0,26366.898
50,1,791.0,0.0,0.0,32517.295
50,2,1286.0,0.0,0.0,36357.51
50,3,3029.0,0.0,0.0,54558.707
50,4,4165.0,0.0,0.0,77829.59
50,5,3300.0,0.0,0.0,50714.348
50,6,7972.0,0.0,0.0,141386.36
50,7,6947.0,0.0,0.0,121586.39
50,8,5573.0,0.0,0.0,89721.72
50,9,7815.0,0.0,0.0,127366.83
50,10,2955.0,0.0,0.0,56322.69
50,11,5340.0,0.0,0.0,98041.06
50,12,5977.0,0.0,0.0,111502.19
50,13,6728.0,0.0,0.0,123801.53
51,0,581.0,8.0,128.0,26371.701
51,1,791.0,0.0,0.0,32514.586
51,2,1286.0,0.0,0.0,36354.79
51,3,3029.0,0.0,0.0,54555.39
51,4,4165.0,0.0,0.0,77824.875
51,5,3300.0,0.0,0.0,50711.242
51,6,7972.0,0.0,0.0,141380.56
51,7,6947.0,0.0,0.0,121582.11
51,8,5573.0,0.0,0.0,89718.52
51,9,7815.0,0.0,0.0,127362.3
51,10,2955.0,0.0,0.0,56320.69
51,11,5340.0,0.0,0.0,98037.59
51,12,5977.0,0.0,0.0,111498.24
51,13,6728.0,0.0,0.0,123797.16
52,0,579.0,6.0,126.0,26375.504
52,1,791.0,0.0,0.0,32511.879
52,2,1286.0,0.0,0.0,36352.062
52,3,3029.0,0.0,0.0,54552.07
52,4,4165.0,0.0,0.0,77820.16
52,5,3300.0,0.0,0.0,50708.133
52,6,7972.0,0.0,0.0,141374.75
52,7,6947.0,0.0,0.0,121577.83
52,8,5573.0,0.0,0.0,89715.33
52,9,7815.0,0.0,0.0,127357.766
52,10,2955.0,0.0,0.0,56318.688
52,11,5340.0,0.0,0.0,98034.125
52,12,5977.0,0.0,0.0,111494.3
52,13,6728.0,0.0,0.0,123792.78
53,0,575.0,9.0,118.0,26382.309
53,1,791.0,0.0,0.0,32509.172
53,2,1286.0,0.0,0.0,36349.344
53,3,3029.0,0.0,0.0,54548.754
53,4,4165.0,0.0,0.0,77815.44
53,5,3300.0,0.0,0.0,50705.03
53,6,7972.0,0.0,0.0,141368.97
53,7,6947.0,0.0,0.0,121573.55
53,8,5573.0,0.0,0.0,89712.125
53,9,7815.0,0.0,0.0,127353.234
53,10,2955.0,0.0,0.0,56316.688
53,11,5340.0,0.0,0.0,98030.66
53,12,5977.0,0.0,0.0,111490.34
53,13,6728.0,0.0,0.0,123788.4
54,0,574.0,6.0,118.0,26384.113
54,1,791.0,0.0,0.0,32506.465
54,2,1286.0,0.0,0.0,36346.617
54,3,3029.0,0.0,0.0,54545.438
54,4,4165.0,0.0,0.0,77810.73
54,5,3300.0,0.0,0.0,50701.926
54,6,7972.0,0.0,0.0,141363.16
54,7,6947.0,0.0,0.0,121569.266
54,8,5573.0,0.0,0.0,89708.93
54,9,7815.0,0.0,0.0,127348.7
54,10,2955.0,0.0,0.0,56314.688
54,11,5340.0,0.0,0.0,98027.19
54,12,5977.0,0.0,0.0,111486.41
54,13,6728.0,0.0,0.0,123784.016
55,0,573.0,6.0,111.0,26389.916
55,1,791.0,0.0,0.0,32503.758
55,2,1286.0,0.0,0.0,36343.9
55,3,3029.0,0.0,0.0,54542.12
55,4,4165.0,0.0,0.0,77806.01
55,5,3300.0,0.0,0.0,50698.82
55,6,7972.0,0.0,0.0,141357.38
55,7,6947.0,0.0,0.0,121564.984
55,8,5573.0,0.0,0.0,89705.734
55,9,7815.0,0.0,0.0,127344.17
55,10,2955.0,0.0,0.0,56312.688
55,11,5340.0,0.0,0.0,98023.72
55,12,5977.0,0.0,0.0,111482.46
55,13,6728.0,0.0,0.0,123779.64
56,0,570.0,7.0,106.0,26395.72
56,1,792.0,0.0,0.0,32501.053
56,2,1233.0,0.0,0.0,35984.176
56,3,3042.0,0.0,0.0,54538.805
56,4,4183.0,0.0,0.0,77800.3
56,5,3312.0,0.0,0.0,50695.72
56,6,8026.0,0.0,0.0,141349.56
56,7,6999.0,0.0,0.0,121558.7
56,8,5612.0,0.0,0.0,89699.54
56,9,7869.0,0.0,0.0,127337.64
56,10,2979.0,0.0,0.0,56310.688
56,11,5382.0,0.0,0.0,98019.25
56,12,6025.0,0.0,0.0,111476.516
56,13,6780.0,0.0,0.0,123773.266
57,0,568.0,6.0,102.0,26400.527
57,1,792.0,0.0,0.0,32498.348
57,2,1233.0,0.0,0.0,35981.453
57,3,3042.0,0.0,0.0,54535.492
57,4,4183.0,0.0,0.0,77795.58
57,5,3312.0,0.0,0.0,50692.613
57,6,8026.0,0.0,0.0,141343.78
57,7,6999.0,0.0,0.0,121554.42
57,8,5612.0,0.0,0.0,89696.34
57,9,7869.0,0.0,0.0,127333.11
57,10,2979.0,0.0,0.0,56308.688
57,11,5382.0,0.0,0.0,98015.78
57,12,6025.0,0.0,0.0,111472.57
57,13,6780.0,0.0,0.0,123768.89
58,0,568.0,4.0,99.0,26403.33
58,1,792.0,0.0,0.0,32495.64
58,2,1233.0,0.0,0.0,35978.73
58,3,3042.0,0.0,0.0,54532.176
58,4,4183.0,0.0,0.0,77790.87
58,5,3312.0,0.0,0.0,50689.51
58,6,8026.0,0.0,0.0,141337.98
58,7,6999.0,0.0,0.0,121550.14
58,8,5612.0,0.0,0.0,89693.15
58,9,7869.0,0.0,0.0,127328.58
58,10,2979.0,0.0,0.0,56306.688
58,11,5382.0,0.0,0.0,98012.31
58,12,6025.0,0.0,0.0,111468.625
58,13,6780.0,0.0,0.0,123764.516
59,0,568.0,0.0,94.0,26410.137
59,1,792.0,0.0,0.0,32492.938
59,2,1233.0,0.0,0.0,35976.01
59,3,3042.0,0.0,0.0,54528.86
59,4,4183.0,0.0,0.0,77786.16
59,5,3312.0,0.0,0.0,50686.406
59,6,8026.0,0.0,0.0,141332.19
59,7,6999.0,0.0,0.0,121545.87
59,8,5612.0,0.0,0.0,89689.95
59,9,7869.0,0.0,0.0,127324.055
59,10,2979.0,0.0,0.0,56304.688
59,11,5382.0,0.0,0.0,98008.84
59,12,6025.0,0.0,0.0,111464.68
59,13,6780.0,0.0,0.0,123760.14
60,0,568.0,0.0,92.0,26409.941
60,1,792.0,0.0,0.0,32490.23
60,2,1233.0,0.0,0.0,35973.29
60,3,3042.0,0.0,0.0,54525.543
60,4,4183.0,0.0,0.0,77781.44
60,5,3312.0,0.0,0.0,50683.305
60,6,8026.0,0.0,0.0,141326.39
60,7,6999.0,0.0,0.0,121541.586
60,8,5612.0,0.0,0.0,89686.76
60,9,7869.0,0.0,0.0,127319.53
60,10,2979.0,0.0,0.0,56302.688
60,11,5382.0,0.0,0.0,98005.375
60,12,6025.0,0.0,0.0,111460.734
60,13,6780.0,0.0,0.0,123755.766
61,0,565.0,3.0,86.0,26413.746
61,1,792.0,0.0,0.0,32487.525
61,2,1233.0,0.0,0.0,35970.57
61,3,3042.0,0.0,0.0,54522.23
61,4,4183.0,0.0,0.0,77776.734
61,5,3312.0,0.0,0.0,50680.203
61,6,8026.0,0.0,0.0,141320.6
61,7,6999.0,0.0,0.0,121537.31
61,8,5612.0,0.0,0.0,89683.56
61,9,7869.0,0.0,0.0,127315.0
61,10,2979.0,0.0,0.0,56300.688
61,11,5382.0,0.0,0.0,98001.91
61,12,6025.0,0.0,0.0,111456.8
61,13,6780.0,0.0,0.0,123751.39
62,0,563.0,5.0,81.0,26416.55
62,1,792.0,0.0,0.0,32484.82
62,2,1233.0,0.0,0.0,35967.85
62,3,3042.0,0.0,0.0,54518.914
62,4,4183.0,0.0,0.0,77772.016
62,5,3312.0,0.0,0.0,50677.1
62,6,8026.0,0.0,0.0,141314.81
62,7,6999.0,0.0,0.0,121533.03
62,8,5612.0,0.0,0.0,89680.37
62,9,7869.0,0.0,0.0,127310.47
62,10,2979.0,0.0,0.0,56298.688
62,11,5382.0,0.0,0.0,97998.44
62,12,6025.0,0.0,0.0,111452.85
62,13,6780.0,0.0,0.0,123747.016
63,0,562.0,6.0,76.0,26420.36
63,1,793.0,0.0,0.0,32482.117
63,2,1187.0,0.0,0.0,35600.13
63,3,3054.0,0.0,0.0,54515.6
63,4,4200.0,0.0,0.0,77767.31
63,5,3324.0,0.0,0.0,50673.996
63,6,8081.0,0.0,0.0,141308.02
63,7,7051.0,0.0,0.0,121525.75
63,8,5651.0,0.0,0.0,89676.17
63,9,7924.0,0.0,0.0,127303.945
63,10,3003.0,0.0,0.0,56294.69
63,11,5424.0,0.0,0.0,97993.97
63,12,6073.0,0.0,0.0,111448.91
63,13,6833.0,0.0,0.0,123738.64
64,0,558.0,10.0,71.0,26423.164
64,1,793.0,0.0,0.0,32479.414
64,2,1187.0,0.0,0.0,35597.41
64,3,3054.0,0.0,0.0,54512.29
64,4,4200.0,0.0,0.0,77762.59
64,5,3324.0,0.0,0.0,50670.9
64,6,8081.0,0.0,0.0,141302.22
64,7,7051.0,0.0,0.0,121521.48
64,8,5651.0,0.0,0.0,89672.98
64,9,7924.0,0.0,0.0,127299.42
64,10,3003.0,0.0,0.0,56292.69
64,11,5424.0,0.0,0.0,97990.51
64,12,6073.0,0.0,0.0,111444.97
64,13,6833.0,0.0,0.0,123734.266
65,0,558.0,5.0,72.0,26424.969
65,1,793.0,0.0,0.0,32476.709
65,2,1187.0,0.0,0.0,35594.688
65,3,3054.0,0.0,0.0,54508.977
65,4,4200.0,0.0,0.0,77757.88
65,5,3324.0,0.0,0.0,50667.793
65,6,8081.0,0.0,0.0,141296.44
65,7,7051.0,0.0,0.0,121517.2
65,8,5651.0,0.0,0.0,89669.78
65,9,7924.0,0.0,0.0,127294.89
65,10,3003.0,0.0,0.0,56290.695
65,11,5424.0,0.0,0.0,97987.05
65,12,6073.0,0.0,0.0,111441.03
65,13,6833.0,0.0,0.0,123729.9
66,0,557.0,4.0,69.0,26427.777
66,1,793.0,0.0,0.0,32474.004
66,2,1187.0,0.0,0.0,35591.97
66,3,3054.0,0.0,0.0,54505.66
66,4,4200.0,0.0,0.0,77753.18
66,5,3324.0,0.0,0.0,50664.695
66,6,8081.0,0.0,0.0,141290.64
66,7,7051.0,0.0,0.0,121512.92
66,8,5651.0,0.0,0.0,89666.59
66,9,7924.0,0.0,0.0,127290.37
66,10,3003.0,0.0,0.0,56288.695
66,11,5424.0,0.0,0.0,97983.58
66,12,6073.0,0.0,0.0,111437.086
66,13,6833.0,0.0,0.0,123725.52
67,0,555.0,3.0,69.0,26428.582
67,1,793.0,0.0,0.0,32471.3
67,2,1187.0,0.0,0.0,35589.25
67,3,3054.0,0.0,0.0,54502.35
67,4,4200.0,0.0,0.0,77748.47
67,5,3324.0,0.0,0.0,50661.594
67,6,8081.0,0.0,0.0,141284.84
67,7,7051.0,0.0,0.0,121508.65
67,8,5651.0,0.0,0.0,89663.4
67,9,7924.0,0.0,0.0,127285.84
67,10,3003.0,0.0,0.0,56286.695
67,11,5424.0,0.0,0.0,97980.11
67,12,6073.0,0.0,0.0,111433.14
67,13,6833.0,0.0,0.0,123721.16
68,0,550.0,6.0,64.0,26433.39
68,1,793.0,0.0,0.0,32468.6
68,2,1187.0,0.0,0.0,35586.53
68,3,3054.0,0.0,0.0,54499.035
68,4,4200.0,0.0,0.0,77743.76
68,5,3324.0,0.0,0.0,50658.492
68,6,8081.0,0.0,0.0,141279.06
68,7,7051.0,0.0,0.0,121504.375
68,8,5651.0,0.0,0.0,89660.2
68,9,7924.0,0.0,0.0,127281.31
68,10,3003.0,0.0,0.0,56284.7
68,11,5424.0,0.0,0.0,97976.65
68,12,6073.0,0.0,0.0,111429.2
68,13,6833.0,0.0,0.0,123716.78
69,0,550.0,3.0,65.0,26433.197
69,1,793.0,0.0,0.0,32465.895
69,2,1187.0,0.0,0.0,35583.812
69,3,3054.0,0.0,0.0,54495.727
69,4,4200.0,0.0,0.0,77739.05
69,5,3324.0,0.0,0.0,50655.39
69,6,8081.0,0.0,0.0,141273.28
69,7,7051.0,0.0,0.0,121500.1
69,8,5651.0,0.0,0.0,89657.016
69,9,7924.0,0.0,0.0,127276.79
69,10,3003.0,0.0,0.0,56282.7
69,11,5424.0,0.0,0.0,97973.19
69,12,6073.0,0.0,0.0,111425.266
69,13,6833.0,0.0,0.0,123712.41
70,0,550.0,4.0,57.0,26439.004
70,1,794.0,0.0,0.0,32463.191
70,2,1141.0,0.0,0.0,35217.094
70,3,3067.0,0.0,0.0,54492.414
70,4,4218.0,0.0,0.0,77734.34
70,5,3336.0,0.0,0.0,50652.293
70,6,8135.0,0.0,0.0,141264.48
70,7,7103.0,0.0,0.0,121494.83
70,8,5690.0,0.0,0.0,89653.82
70,9,7979.0,0.0,0.0,127269.266
70,10,3027.0,0.0,0.0,56279.703
70,11,5465.0,0.0,0.0,97969.72
70,12,6120.0,0.0,0.0,111420.33
70,13,6886.0,0.0,0.0,123706.04
71,0,548.0,4.0,56.0,26439.812
71,1,794.0,0.0,0.0,32460.49
71,2,1141.0,0.0,0.0,35214.375
71,3,3067.0,0.0,0.0,54489.1
71,4,4218.0,0.0,0.0,77729.63
71,5,3336.0,0.0,0.0,50649.195
71,6,8135.0,0.0,0.0,141258.7
71,7,7103.0,0.0,0.0,121490.555
71,8,5690.0,0.0,0.0,89650.625
71,9,7979.0,0.0,0.0,127264.74
71,10,3027.0,0.0,0.0,56277.707
71,11,5465.0,0.0,0.0,97966.26
71,12,6120.0,0.0,0.0,111416.39
71,13,6886.0,0.0,0.0,123701.67
72,0,547.0,4.0,53.0,26441.621
72,1,794.0,0.0,0.0,32457.79
72,2,1141.0,0.0,0.0,35211.66
72,3,3067.0,0.0,0.0,54485.79
72,4,4218.0,0.0,0.0,77724.93
72,5,3336.0,0.0,0.0,50646.094
72,6,8135.0,0.0,0.0,141252.9
72,7,7103.0,0.0,0.0,121486.28
72,8,5690.0,0.0,0.0,89647.44
72,9,7979.0,0.0,0.0,127260.22
72,10,3027.0,0.0,0.0,56275.71
72,11,5465.0,0.0,0.0,97962.8
72,12,6120.0,0.0,0.0,111412.45
72,13,6886.0,0.0,0.0,123697.3
73,0,546.0,2.0,52.0,26443.43
73,1,794.0,0.0,0.0,32455.088
73,2,1141.0,0.0,0.0,35208.94
73,3,3067.0,0.0,0.0,54482.48
73,4,4218.0,0.0,0.0,77720.22
73,5,3336.0,0.0,0.0,50642.996
73,6,8135.0,0.0,0.0,141247.12
73,7,7103.0,0.0,0.0,121482.01
73,8,5690.0,0.0,0.0,89644.25
73,9,7979.0,0.0,0.0,127255.695
73,10,3027.0,0.0,0.0,56273.71
73,11,5465.0,0.0,0.0,97959.33
73,12,6120.0,0.0,0.0,111408.51
73,13,6886.0,0.0,0.0,123692.93
74,0,545.0,2.0,50.0,26444.236
74,1,794.0,0.0,0.0,32452.387
74,2,1141.0,0.0,0.0,35206.223
74,3,3067.0,0.0,0.0,54479.168
74,4,4218.0,0.0,0.0,77715.516
74,5,3336.0,0.0,0.0,50639.9
74,6,8135.0,0.0,0.0,141241.34
74,7,7103.0,0.0,0.0,121477.734
74,8,5690.0,0.0,0.0,89641.055
74,9,7979.0,0.0,0.0,127251.17
74,10,3027.0,0.0,0.0,56271.715
74,11,5465.0,0.0,0.0,97955.87
74,12,6120.0,0.0,0.0,111404.57
74,13,6886.0,0.0,0.0,123688.56
75,0,544.0,3.0,48.0,26444.045
75,1,794.0,0.0,0.0,32449.686
75,2,1141.0,0.0,0.0,35203.508
75,3,3067.0,0.0,0.0,54475.86
75,4,4218.0,0.0,0.0,77710.81
75,5,3336.0,0.0,0.0,50636.797
75,6,8135.0,0.0,0.0,141235.56
75,7,7103.0,0.0,0.0,121473.46
75,8,5690.0,0.0,0.0,89637.87
75,9,7979.0,0.0,0.0,127246.66
75,10,3027.0,0.0,0.0,56269.72
75,11,5465.0,0.0,0.0,97952.41
75,12,6120.0,0.0,0.0,111400.63
75,13,6886.0,0.0,0.0,123684.195
76,0,542.0,4.0,46.0,26444.854
76,1,794.0,0.0,0.0,32446.982
76,2,1141.0,0.0,0.0,35200.793
76,3,3067.0,0.0,0.0,54472.547
76,4,4218.0,0.0,0.0,77706.1
76,5,3336.0,0.0,0.0,50633.7
76,6,8135.0,0.0,0.0,141229.78
76,7,7103.0,0.0,0.0,121469.19
76,8,5690.0,0.0,0.0,89634.67
76,9,7979.0,0.0,0.0,127242.13
76,10,3027.0,0.0,0.0,56267.723
76,11,5465.0,0.0,0.0,97948.94
76,12,6120.0,0.0,0.0,111396.695
76,13,6886.0,0.0,0.0,123679.83
77,0,541.0,6.0,42.0,26446.662
77,1,795.0,0.0,0.0,32444.281
77,2,1086.0,0.0,0.0,34842.074
77,3,3080.0,0.0,0.0,54469.24
77,4,4236.0,0.0,0.0,77701.4
77,5,3348.0,0.0,0.0,50630.6
77,6,8189.0,0.0,0.0,141222.98
77,7,7155.0,0.0,0.0,121464.92
77,8,5728.0,0.0,0.0,89628.484
77,9,8034.0,0.0,0.0,127235.61
77,10,3051.0,0.0,0.0,56265.727
77,11,5507.0,0.0,0.0,97945.484
77,12,6168.0,0.0,0.0,111389.76
77,13,6939.0,0.0,0.0,123675.45
78,0,540.0,5.0,42.0,26446.47
78,1,795.0,0.0,0.0,32441.582
78,2,1086.0,0.0,0.0,34839.36
78,3,3080.0,0.0,0.0,54465.93
78,4,4236.0,0.0,0.0,77696.695
78,5,3348.0,0.0,0.0,50627.504
78,6,8189.0,0.0,0.0,141217.2
78,7,7155.0,0.0,0.0,121460.65
78,8,5728.0,0.0,0.0,89625.3
78,9,8034.0,0.0,0.0,127231.09
78,10,3051.0,0.0,0.0,56263.73
78,11,5507.0,0.0,0.0,97942.016
78,12,6168.0,0.0,0.0,111385.83
78,13,6939.0,0.0,0.0,123671.086
79,0,540.0,1.0,44.0,26446.281
79,1,795.0,0.0,0.0,32438.883
79,2,1086.0,0.0,0.0,34836.64
79,3,3080.0,0.0,0.0,54462.62
79,4,4236.0,0.0,0.0,77691.984
79,5,3348.0,0.0,0.0,50624.406
79,6,8189.0,0.0,0.0,141211.42
79,7,7155.0,0.0,0.0,121456.375
79,8,5728.0,0.0,0.0,89622.11
79,9,8034.0,0.0,0.0,127226.57
79,10,3051.0,0.0,0.0,56261.734
79,11,5507.0,0.0,0.0,97938.56
79,12,6168.0,0.0,0.0,111381.89
79,13,6939.0,0.0,0.0,123666.72
80,0,539.0,2.0,41.0,26447.09
80,1,795.0,0.0,0.0,32436.182
80,2,1086.0,0.0,0.0,34833.926
80,3,3080.0,0.0,0.0,54459.312
80,4,4236.0,0.0,0.0,77687.28
80,5,3348.0,0.0,0.0,50621.312
80,6,8189.0,0.0,0.0,141205.64
80,7,7155.0,0.0,0.0,121452.11
80,8,5728.0,0.0,0.0,89618.92
80,9,8034.0,0.0,0.0,127222.05
80,10,3051.0,0.0,0.0,56259.74
80,11,5507.0,0.0,0.0,97935.09
80,12,6168.0,0.0,0.0,111377.95
80,13,6939.0,0.0,0.0,123662.36
81,0,538.0,2.0,42.0,26444.898
81,1,795.0,0.0,0.0,32433.48
81,2,1086.0,0.0,0.0,34831.21
81,3,3080.0,0.0,0.0,54456.008
81,4,4236.0,0.0,0.0,77682.58
81,5,3348.0,0.0,0.0,50618.21
81,6,8189.0,0.0,0.0,141199.84
81,7,7155.0,0.0,0.0,121447.836
81,8,5728.0,0.0,0.0,89615.734
81,9,8034.0,0.0,0.0,127217.53
81,10,3051.0,0.0,0.0,56257.742
81,11,5507.0,0.0,0.0,97931.64
81,12,6168.0,0.0,0.0,111374.016
81,13,6939.0,0.0,0.0,123657.99
82,0,538.0,1.0,40.0,26445.709
82,1,795.0,0.0,0.0,32430.781
82,2,1086.0,0.0,0.0,34828.496
82,3,3080.0,0.0,0.0,54452.695
82,4,4236.0,0.0,0.0,77677.875
82,5,3348.0,0.0,0.0,50615.117
82,6,8189.0,0.0,0.0,141194.06
82,7,7155.0,0.0,0.0,121443.57
82,8,5728.0,0.0,0.0,89612.54
82,9,8034.0,0.0,0.0,127213.01
82,10,3051.0,0.0,0.0,56255.746
82,11,5507.0,0.0,0.0,97928.18
82,12,6168.0,0.0,0.0,111370.086
82,13,6939.0,0.0,0.0,123653.625
83,0,538.0,0.0,40.0,26444.52
83,1,795.0,0.0,0.0,32428.084
83,2,1086.0,0.0,0.0,34825.78
83,3,3080.0,0.0,0.0,54449.39
83,4,4236.0,0.0,0.0,77673.18
83,5,3348.0,0.0,0.0,50612.02
83,6,8189.0,0.0,0.0,141188.28
83,7,7155.0,0.0,0.0,121439.3
83,8,5728.0,0.0,0.0,89609.35
83,9,8034.0,0.0,0.0,127208.49
83,10,3051.0,0.0,0.0,56253.75
83,11,5507.0,0.0,0.0,97924.72
83,12,6168.0,0.0,0.0,111366.15
83,13,6939.0,0.0,0.0,123649.26
84,0,537.0,2.0,39.0,26443.328
84,1,796.0,0.0,0.0,32425.383
84,2,1019.0,0.0,0.0,34480.066
84,3,3093.0,0.0,0.0,54446.082
84,4,4253.0,0.0,0.0,77668.48
84,5,3360.0,0.0,0.0,50608.926
84,6,8244.0,0.0,0.0,141180.52
84,7,7207.0,0.0,0.0,121433.03
84,8,5766.0,0.0,0.0,89606.164
84,9,8088.0,0.0,0.0,127201.97
84,10,3075.0,0.0,0.0,56251.758
84,11,5549.0,0.0,0.0,97918.26
84,12,6214.0,0.0,0.0,111358.21
84,13,6992.0,0.0,0.0,123641.89
85,0,536.0,3.0,33.0,26447.14
85,1,796.0,0.0,0.0,32422.686
85,2,1019.0,0.0,0.0,34477.35
85,3,3093.0,0.0,0.0,54442.777
85,4,4253.0,0.0,0.0,77663.77
85,5,3360.0,0.0,0.0,50605.832
85,6,8244.0,0.0,0.0,141174.73
85,7,7207.0,0.0,0.0,121428.766
85,8,5766.0,0.0,0.0,89602.98
85,9,8088.0,0.0,0.0,127197.45
85,10,3075.0,0.0,0.0,56249.76
85,11,5549.0,0.0,0.0,97914.8
85,12,6214.0,0.0,0.0,111354.28
85,13,6992.0,0.0,0.0,123637.53
86,0,536.0,3.0,32.0,26445.951
86,1,796.0,0.0,0.0,32419.988
86,2,1019.0,0.0,0.0,34474.637
86,3,3093.0,0.0,0.0,54439.47
86,4,4253.0,0.0,0.0,77659.07
86,5,3360.0,0.0,0.0,50602.734
86,6,8244.0,0.0,0.0,141168.95
86,7,7207.0,0.0,0.0,121424.5
86,8,5766.0,0.0,0.0,89599.79
86,9,8088.0,0.0,0.0,127192.94
86,10,3075.0,0.0,0.0,56247.766
86,11,5549.0,0.0,0.0,97911.34
86,12,6214.0,0.0,0.0,111350.34
86,13,6992.0,0.0,0.0,123633.164
87,0,536.0,2.0,30.0,26446.762
87,1,796.0,0.0,0.0,32417.29
87,2,1019.0,0.0,0.0,34471.926
87,3,3093.0,0.0,0.0,54436.164
87,4,4253.0,0.0,0.0,77654.37
87,5,3360.0,0.0,0.0,50599.64
87,6,8244.0,0.0,0.0,141163.17
87,7,7207.0,0.0,0.0,121420.23
87,8,5766.0,0.0,0.0,89596.61
87,9,8088.0,0.0,0.0,127188.42
87,10,3075.0,0.0,0.0,56245.773
87,11,5549.0,0.0,0.0,97907.88
87,12,6214.0,0.0,0.0,111346.414
87,13,6992.0,0.0,0.0,123628.8
88,0,536.0,1.0,30.0,26445.572
88,1,796.0,0.0,0.0,32414.592
88,2,1019.0,0.0,0.0,34469.21
88,3,3093.0,0.0,0.0,54432.86
88,4,4253.0,0.0,0.0,77649.67
88,5,3360.0,0.0,0.0,50596.547
88,6,8244.0,0.0,0.0,141157.39
88,7,7207.0,0.0,0.0,121415.96
88,8,5766.0,0.0,0.0,89593.42
88,9,8088.0,0.0,0.0,127183.91
88,10,3075.0,0.0,0.0,56243.78
88,11,5549.0,0.0,0.0,97904.42
88,12,6214.0,0.0,0.0,111342.48
88,13,6992.0,0.0,0.0,123624.44
89,0,536.0,0.0,29.0,26445.383
89,1,796.0,0.0,0.0,32411.895
89,2,1019.0,0.0,0.0,34466.496
89,3,3093.0,0.0,0.0,54429.55
89,4,4253.0,0.0,0.0,77644.97
89,5,3360.0,0.0,0.0,50593.453
89,6,8244.0,0.0,0.0,141151.62
89,7,7207.0,0.0,0.0,121411.695
89,8,5766.0,0.0,0.0,89590.234
89,9,8088.0,0.0,0.0,127179.39
89,10,3075.0,0.0,0.0,56241.785
89,11,5549.0,0.0,0.0,97900.97
89,12,6214.0,0.0,0.0,111338.55
89,13,6992.0,0.0,0.0,123620.08
90,0,536.0,0.0,29.0,26443.195
90,1,796.0,0.0,0.0,32409.195
90,2,1019.0,0.0,0.0,34463.785
90,3,3093.0,0.0,0.0,54426.246
90,4,4253.0,0.0,0.0,77640.27
90,5,3360.0,0.0,0.0,50590.36
90,6,8244.0,0.0,0.0,141145.84
90,7,7207.0,0.0,0.0,121407.43
90,8,5766.0,0.0,0.0,89587.05
90,9,8088.0,0.0,0.0,127174.875
90,10,3075.0,0.0,0.0,56239.793
90,11,5549.0,0.0,0.0,97897.516
90,12,6214.0,0.0,0.0,111334.62
