scenario_sia,year,month,start_date,adm0_name,adm1_name,adm2_name
1,2025,3,2025-03-01,NIGERIA,BAUCHI,NINGI
1,2025,3,2025-03-01,NIGERIA,BAUCHI,SHIRA
1,2025,3,2025-03-01,NIGERIA,BAUCHI,TAFAWA-BALEWA
1,2025,3,2025-03-01,NIGERIA,BAUCHI,TORO
1,2025,3,2025-03-01,NIGERIA,BAUCHI,WARJI
1,2025,3,2025-03-01,NIGERIA,BAUCHI,ZAKI
1,2025,3,2025-03-01,NIGERIA,BORNO,ABADAM
1,2025,3,2025-03-01,NIGERIA,BORNO,ASKIRA/UBA
1,2025,3,2025-03-01,NIGERIA,BORNO,BAMA
1,2025,3,2025-03-01,NIGERIA,BORNO,BAYO
1,2025,3,2025-03-01,NIGERIA,BORNO,BIU
1,2025,3,2025-03-01,NIGERIA,BORNO,CHIBOK
1,2025,3,2025-03-01,NIGERIA,BORNO,DAMBOA
1,2025,3,2025-03-01,NIGERIA,BORNO,DIKWA
1,2025,3,2025-03-01,NIGERIA,BORNO,GUBIO
1,2025,3,2025-03-01,NIGERIA,BORNO,GUZAMALA
1,2025,3,2025-03-01,NIGERIA,BORNO,GWOZA
1,2025,3,2025-03-01,NIGERIA,BORNO,HAWUL
1,2025,3,2025-03-01,NIGERIA,BORNO,JERE
1,2025,3,2025-03-01,NIGERIA,BORNO,KAGA
1,2025,3,2025-03-01,NIGERIA,BORNO,KALA/BALGE
1,2025,3,2025-03-01,NIGERIA,BORNO,KONDUGA
1,2025,3,2025-03-01,NIGERIA,BORNO,KUKAWA
1,2025,3,2025-03-01,NIGERIA,BORNO,KWAYA KUSAR
1,2025,3,2025-03-01,NIGERIA,BORNO,MAFA
1,2025,3,2025-03-01,NIGERIA,BORNO,MAGUMERI
1,2025,3,2025-03-01,NIGERIA,BORNO,MAIDUGURI
1,2025,3,2025-03-01,NIGERIA,BORNO,MARTE
1,2025,3,2025-03-01,NIGERIA,BORNO,MOBBAR
1,2025,3,2025-03-01,NIGERIA,BORNO,MONGUNO
1,2025,3,2025-03-01,NIGERIA,BORNO,NGALA
1,2025,3,2025-03-01,NIGERIA,BORNO,NGANZAI
1,2025,3,2025-03-01,NIGERIA,BORNO,SHANI
1,2025,3,2025-03-01,NIGERIA,KANO,AJINGI
1,2025,3,2025-03-01,NIGERIA,KANO,ALBASU
