scenario_sia,year,month,start_date,adm0_name,adm1_name,adm2_name
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,GUMMI
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,GUSAU
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,KAURA NAMODA
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,MARADUN
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,MARU
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,SHINKAFI
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,TALATA MAFARA
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,TSAFE
2,2025,2,2025-02-01,NIGERIA,ZAMFARA,ZURMI
2,2025,2,2025-02-01,NIGERIA,KEBBI,ALEIRO
2,2025,2,2025-02-01,NIGERIA,KEBBI,AREWA DANDI
2,2025,2,2025-02-01,NIGERIA,KEBBI,ARGUNGU
2,2025,2,2025-02-01,NIGERIA,KEBBI,AUGIE
2,2025,2,2025-02-01,NIGERIA,KEBBI,BAGUDO
2,2025,2,2025-02-01,NIGERIA,KEBBI,BIRNIN KEBBI
2,2025,2,2025-02-01,NIGERIA,KEBBI,BUNZA
2,2025,2,2025-02-01,NIGERIA,KEBBI,DANDI
2,2025,2,2025-02-01,NIGERIA,KEBBI,FAKAI
2,2025,2,2025-02-01,NIGERIA,KEBBI,GWANDU
2,2025,2,2025-02-01,NIGERIA,KEBBI,JEGA
2,2025,2,2025-02-01,NIGERIA,KEBBI,KALGO
2,2025,2,2025-02-01,NIGERIA,KEBBI,KOKO/BESSE
2,2025,2,2025-02-01,NIGERIA,KEBBI,MAIYAMA
2,2025,2,2025-02-01,NIGERIA,KEBBI,NGASKI
2,2025,2,2025-02-01,NIGERIA,KEBBI,SAKABA
2,2025,2,2025-02-01,NIGERIA,KEBBI,SHANGA
2,2025,2,2025-02-01,NIGERIA,KEBBI,SURU
2,2025,2,2025-02-01,NIGERIA,KEBBI,WASAGU/DANKO
2,2025,2,2025-02-01,NIGERIA,KEBBI,YAURI
2,2025,2,2025-02-01,NIGERIA,KEBBI,ZURU
2,2025,2,2025-02-01,NIGERIA,KADUNA,BIRNIN GWARI
2,2025,2,2025-02-01,NIGERIA,KADUNA,CHIKUN
2,2025,2,2025-02-01,NIGERIA,KADUNA,GIWA
2,2025,2,2025-02-01,NIGERIA,KADUNA,IGABI
2,2025,2,2025-02-01,NIGERIA,KADUNA,IKARA
2,2025,2,2025-02-01,NIGERIA,KADUNA,JABA
2,2025,2,2025-02-01,NIGERIA,KADUNA,JEMA'A
2,2025,2,2025-02-01,NIGERIA,KADUNA,KACHIA
2,2025,2,2025-02-01,NIGERIA,KADUNA,KADUNA NORTH
2,2025,2,2025-02-01,NIGERIA,KADUNA,KADUNA SOUTH
2,2025,2,2025-02-01,NIGERIA,KADUNA,KAGARKO
2,2025,2,2025-02-01,NIGERIA,KADUNA,KAJURU
2,2025,2,2025-02-01,NIGERIA,KADUNA,KAURA
2,2025,2,2025-02-01,NIGERIA,KADUNA,KAURU
2,2025,2,2025-02-01,NIGERIA,KADUNA,KUBAN
2,2025,2,2025-02-01,NIGERIA,KADUNA,KUDAN
2,2025,2,2025-02-01,NIGERIA,KADUNA,LERE
2,2025,2,2025-02-01,NIGERIA,KADUNA,MAKARFI
2,2025,2,2025-02-01,NIGERIA,KADUNA,SABON GARI
2,2025,2,2025-02-01,NIGERIA,KADUNA,SANGA
2,2025,2,2025-02-01,NIGERIA,KADUNA,SOBA
2,2025,2,2025-02-01,NIGERIA,KADUNA,ZANGON KATAF
2,2025,2,2025-02-01,NIGERIA,KADUNA,ZARIA
2,2025,2,2025-02-01,NIGERIA,NIGER,AGAIE
2,2025,2,2025-02-01,NIGERIA,NIGER,AGWARA
2,2025,2,2025-02-01,NIGERIA,NIGER,BIDA
2,2025,2,2025-02-01,NIGERIA,NIGER,BORGU
2,2025,2,2025-02-01,NIGERIA,NIGER,BOSSO
2,2025,2,2025-02-01,NIGERIA,NIGER,CHANCHAGA
2,2025,2,2025-02-01,NIGERIA,NIGER,EDATI
2,2025,2,2025-02-01,NIGERIA,NIGER,GBAKO
2,2025,2,2025-02-01,NIGERIA,NIGER,GURARA
2,2025,2,2025-02-01,NIGERIA,NIGER,KATCHA
2,2025,2,2025-02-01,NIGERIA,NIGER,KONTAGORA
2,2025,2,2025-02-01,NIGERIA,NIGER,LAPAI
2,2025,2,2025-02-01,NIGERIA,NIGER,LAVUN
2,2025,2,2025-02-01,NIGERIA,NIGER,MAGAMA
2,2025,2,2025-02-01,NIGERIA,NIGER,MARIGA
2,2025,2,2025-02-01,NIGERIA,NIGER,MASHEGU
2,2025,2,2025-02-01,NIGERIA,NIGER,MOKWA
2,2025,2,2025-02-01,NIGERIA,NIGER,MUYA
2,2025,2,2025-02-01,NIGERIA,NIGER,PAIKORO
2,2025,2,2025-02-01,NIGERIA,NIGER,RAFI
2,2025,2,2025-02-01,NIGERIA,NIGER,RIJAU
2,2025,2,2025-02-01,NIGERIA,NIGER,SHIRORO
2,2025,2,2025-02-01,NIGERIA,NIGER,SULEJA
2,2025,2,2025-02-01,NIGERIA,NIGER,TAFA
2,2025,2,2025-02-01,NIGERIA,NIGER,WUSHISHI
2,2025,2,2025-02-01,NIGERIA,TARABA,ARDO-KOLA
2,2025,2,2025-02-01,NIGERIA,TARABA,BALI
2,2025,2,2025-02-01,NIGERIA,TARABA,DONGA
2,2025,2,2025-02-01,NIGERIA,TARABA,GASHAKA
2,2025,2,2025-02-01,NIGERIA,TARABA,GASSOL
2,2025,2,2025-02-01,NIGERIA,TARABA,IBI
2,2025,2,2025-02-01,NIGERIA,TARABA,JALINGO
2,2025,2,2025-02-01,NIGERIA,TARABA,KARIM LAMIDO
2,2025,2,2025-02-01,NIGERIA,TARABA,KURMI
2,2025,2,2025-02-01,NIGERIA,TARABA,LAU
2,2025,2,2025-02-01,NIGERIA,TARABA,SARDAUNA
2,2025,2,2025-02-01,NIGERIA,TARABA,TAKUM
2,2025,2,2025-02-01,NIGERIA,TARABA,USSA
2,2025,2,2025-02-01,NIGERIA,TARABA,WUKARI
2,2025,2,2025-02-01,NIGERIA,TARABA,YORRO
2,2025,2,2025-02-01,NIGERIA,TARABA,ZING
2,2025,2,2025-02-01,NIGERIA,GOMBE,AKKO
2,2025,2,2025-02-01,NIGERIA,GOMBE,BALANGA
2,2025,2,2025-02-01,NIGERIA,GOMBE,BILLIRI
2,2025,2,2025-02-01,NIGERIA,GOMBE,DUKKU
2,2025,2,2025-02-01,NIGERIA,GOMBE,FUNAKAYE
2,2025,2,2025-02-01,NIGERIA,GOMBE,GOMBE
2,2025,2,2025-02-01,NIGERIA,GOMBE,KALTUNGO
2,2025,2,2025-02-01,NIGERIA,GOMBE,KWAMI
2,2025,2,2025-02-01,NIGERIA,GOMBE,NAFADA
2,2025,2,2025-02-01,NIGERIA,GOMBE,SHOMGOM
2,2025,2,2025-02-01,NIGERIA,GOMBE,YAMALTU/DEBA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,DEMSA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,FUFORE
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,GANYE
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,GIRIE
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,GOMBI
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,GUYUK
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,HONG
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,JADA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,LARMURDE
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MADAGALI
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MAIHA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MAYO-BELWA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MICHIKA
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MUBI NORTH
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,MUBI SOUTH
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,NUMAN
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,SHELLENG
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,SONG
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,TEUNGO
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,YOLA NORTH
2,2025,2,2025-02-01,NIGERIA,ADAMAWA,YOLA SOUTH
2,2025,3,2025-03-01,NIGERIA,SOKOTO,BINJI
2,2025,3,2025-03-01,NIGERIA,SOKOTO,BODINGA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,DANGE-SHUNI
2,2025,3,2025-03-01,NIGERIA,SOKOTO,GADA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,GORONYO
2,2025,3,2025-03-01,NIGERIA,SOKOTO,GUDU
2,2025,3,2025-03-01,NIGERIA,SOKOTO,GWADABAWA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,ILLELA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,ISA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,KEBBE
2,2025,3,2025-03-01,NIGERIA,SOKOTO,KWARE
2,2025,3,2025-03-01,NIGERIA,SOKOTO,RABAH
2,2025,3,2025-03-01,NIGERIA,SOKOTO,SABON BIRNI
2,2025,3,2025-03-01,NIGERIA,SOKOTO,SHAGARI
2,2025,3,2025-03-01,NIGERIA,SOKOTO,SILAME
2,2025,3,2025-03-01,NIGERIA,SOKOTO,SOKOTO NORTH
2,2025,3,2025-03-01,NIGERIA,SOKOTO,SOKOTO SOUTH
2,2025,3,2025-03-01,NIGERIA,SOKOTO,TAMBUWAL
2,2025,3,2025-03-01,NIGERIA,SOKOTO,TANGAZA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,TURETA
2,2025,3,2025-03-01,NIGERIA,SOKOTO,WAMAKO
2,2025,3,2025-03-01,NIGERIA,SOKOTO,WURNO
2,2025,3,2025-03-01,NIGERIA,SOKOTO,YABO
2,2025,3,2025-03-01,NIGERIA,YOBE,BARDE
2,2025,3,2025-03-01,NIGERIA,YOBE,BORSARI
2,2025,3,2025-03-01,NIGERIA,YOBE,DAMATURU
2,2025,3,2025-03-01,NIGERIA,YOBE,FIKA
2,2025,3,2025-03-01,NIGERIA,YOBE,FUNE
2,2025,3,2025-03-01,NIGERIA,YOBE,GEIDAM
2,2025,3,2025-03-01,NIGERIA,YOBE,GUJBA
2,2025,3,2025-03-01,NIGERIA,YOBE,GULANI
2,2025,3,2025-03-01,NIGERIA,YOBE,JAKUSKO
2,2025,3,2025-03-01,NIGERIA,YOBE,KARASUWA
2,2025,3,2025-03-01,NIGERIA,YOBE,MACHINA
2,2025,3,2025-03-01,NIGERIA,YOBE,NANGERE
2,2025,3,2025-03-01,NIGERIA,YOBE,NGURU
2,2025,3,2025-03-01,NIGERIA,YOBE,POTISKUM
2,2025,3,2025-03-01,NIGERIA,YOBE,TARMUA
2,2025,3,2025-03-01,NIGERIA,YOBE,YUNUSARI
2,2025,3,2025-03-01,NIGERIA,YOBE,YUSUFARI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,ALKALERI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,BAUCHI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,BOGORO
2,2025,3,2025-03-01,NIGERIA,BAUCHI,DAMBAN
2,2025,3,2025-03-01,NIGERIA,BAUCHI,DARAZO
2,2025,3,2025-03-01,NIGERIA,BAUCHI,DASS
2,2025,3,2025-03-01,NIGERIA,BAUCHI,GAMAWA
2,2025,3,2025-03-01,NIGERIA,BAUCHI,GANJUWA
2,2025,3,2025-03-01,NIGERIA,BAUCHI,GIADE
2,2025,3,2025-03-01,NIGERIA,BAUCHI,ITAS/GADAU
2,2025,3,2025-03-01,NIGERIA,BAUCHI,JAMA'ARE
2,2025,3,2025-03-01,NIGERIA,BAUCHI,KATAGUM
2,2025,3,2025-03-01,NIGERIA,BAUCHI,KIRFI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,MISAU
2,2025,3,2025-03-01,NIGERIA,BAUCHI,NINGI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,SHIRA
2,2025,3,2025-03-01,NIGERIA,BAUCHI,TAFAWA-BALEWA
2,2025,3,2025-03-01,NIGERIA,BAUCHI,TORO
2,2025,3,2025-03-01,NIGERIA,BAUCHI,WARJI
2,2025,3,2025-03-01,NIGERIA,BAUCHI,ZAKI
2,2025,3,2025-03-01,NIGERIA,BORNO,ABADAM
2,2025,3,2025-03-01,NIGERIA,BORNO,ASKIRA/UBA
2,2025,3,2025-03-01,NIGERIA,BORNO,BAMA
2,2025,3,2025-03-01,NIGERIA,BORNO,BAYO
2,2025,3,2025-03-01,NIGERIA,BORNO,BIU
2,2025,3,2025-03-01,NIGERIA,BORNO,CHIBOK
2,2025,3,2025-03-01,NIGERIA,BORNO,DAMBOA
2,2025,3,2025-03-01,NIGERIA,BORNO,DIKWA
2,2025,3,2025-03-01,NIGERIA,BORNO,GUBIO
2,2025,3,2025-03-01,NIGERIA,BORNO,GUZAMALA
2,2025,3,2025-03-01,NIGERIA,BORNO,GWOZA
