ADM0_NAME,ADM1_NAME,sia_random_effect,sia_prob
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,HAUT_KATANGA,1.1132774524827338,0.7527396248533536
EGYPT,KAFR_EL_SHEIKH,1.032129965014413,0.7373286255501487
EGYPT,BEHEIRA,1.0033852392269191,0.7317236362233291
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KASAI_ORIENTAL,1.300891036849252,0.7859849048917469
TUNISIA,SIDI_BOUZID,0.9116847992205428,0.7133448010254914
GABON,NYANGA,1.007452016018486,0.7325212087044675
ZIMBABWE,MATABELELAND_SOUTH,1.2672067227231143,0.7802642099502209
CAMEROON,NORD_OUEST,0.7906651617152858,0.6879741358543301
KENYA,SIAYA,1.0852491178358656,0.7474860442745512
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,EQUATEUR,1.077714893534537,0.7460613046291006
COTE_DIVOIRE,BOUNKANI,1.0394322544490062,0.7387404443428977
CENTRAL_AFRICAN_REPUBLIC,RS3,0.8722883051655803,0.7052216235157557
TUNISIA,BIZERTE,0.9658685526878932,0.724295247267713
BOTSWANA,GABORONE,1.1865701917715332,0.7661270846447185
NIGERIA,AKWA_IBOM,0.9479213322156176,0.7206969490619533
SOUTH_AFRICA,LIMPOPO,1.2691733798573377,0.7806012113370929
UNITED_REPUBLIC_OF_TANZANIA,MOROGORO,1.12492039797719,0.7549002587339017
NIGERIA,ENUGU,0.8619858937009099,0.7030753973981002
TUNISIA,SOUSSE,0.9589983009165308,0.7229212034616144
EGYPT,DAMIETTA,1.027595425855322,0.7364494534811522
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,NORD_UBANGI,0.9448160693040996,0.7200714536565935
SOUTH_AFRICA,GAUTENG,1.2778152098818272,0.7820776473187228
ANGOLA,HUAMBO,1.1503013042517385,0.7595659470978933
NIGER,DOSSO,0.6687487543268166,0.6612229277712851
NIGER,TAHOUA,0.6622841701361426,0.6597733087759431
ETHIOPIA,ADDIS_ABABA,0.6789806450316113,0.6635111499772238
NIGERIA,DELTA,0.9258798669933708,0.7162386527453671
GUINEA_BISSAU,QUINARA,1.1160381473927188,0.7532530942015886
CONGO,KOUILOU,1.0370928776565964,0.7382886855002552
UGANDA,TESO,1.078335126148223,0.746178792141809
ZIMBABWE,MASVINGO,1.259679837032727,0.7789709885843891
MALI,SIKASSO,1.055824975496491,0.7418918846217681
ZAMBIA,WESTERN,1.1898563455828897,0.766715370765806
COTE_DIVOIRE,WORODOUGOU,1.1045087138165428,0.7511039491784154
NIGERIA,ONDO,0.8733228980885192,0.7054366532446654
ALGERIA,OUM_EL_BOUAGHI,0.8741146555290488,0.7056011503357495
EGYPT,LUXOR,0.99077589053413,0.7292411480143303
GUINEA_BISSAU,BIJAGOS,1.173035629697276,0.7636932816824122
SOUTH_AFRICA,WESTERN_CAPE,1.314809746372167,0.7883168874851113
SOUTH_SUDAN,WESTERN_EQUATORIA,1.0504738844914578,0.7408658876282213
TUNISIA,MEDENINE,0.8395798526393046,0.6983767207344536
ERITREA,DEBUB,1.038737063606291,0.7386062481573585
MOZAMBIQUE,CIDADE_DE_MAPUTO,1.2695076224686366,0.7806584493473058
SUDAN,EAST_DARFUR,1.0751051034440045,0.7455665524561879
KENYA,EMBU,1.0074236713938758,0.7325156549953752
TUNISIA,GAFSA,0.8778744170961517,0.7063815545337985
EGYPT,GHARBIA,1.0078198834158776,0.7325932802281312
NIGER,AGADEZ,0.6518001277604323,0.6574160026194475
EQUATORIAL_GUINEA,BIOKO_NORTE,1.0026926890977892,0.7315876639390255
CAMEROON,NORD,0.7731790382949505,0.6842081820030557
ZIMBABWE,MASHONALAND_WEST,1.28678550305218,0.7836026052703271
ALGERIA,SAIDA,0.8523653290404928,0.7010630887085081
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,TSHUAPA,1.0639857922871834,0.7434514982992156
TUNISIA,MAHDIA,0.9506209913682558,0.7212400472535335
MADAGASCAR,MENABE,0.999669693672973,0.7309936315083052
EGYPT,SOHAG,0.9860822473974749,0.7283133987030599
ANGOLA,BENGUELA,1.162269081969762,0.7617447743415731
SENEGAL,KAFFRINE,1.1587408598030724,0.7611038472266103
COTE_DIVOIRE,ABIDJAN_1,0.7402860697784267,0.6770584086550163
BURKINA_FASO,MANGA,1.0616139280180696,0.7429988482192165
GABON,OGOOUE_IVINDO,0.9625387317555584,0.7236298134849591
EQUATORIAL_GUINEA,KIE_NTEM,0.908139639321982,0.7126193246153738
CAMEROON,LITTORAL,0.7659274251981256,0.6826392563034847
NIGERIA,TARABA,0.7368659822353508,0.6763101530387922
GHANA,ASHANTI,0.9840420526868952,0.7279095112792735
NIGERIA,RIVERS,0.934489249323078,0.7179851686417728
COTE_DIVOIRE,AGNEBY_TIASSA,0.974257386297137,0.7259672713810627
TUNISIA,BEN_AROUS,0.9697858550340636,0.7250768120980924
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,LOMAMI,1.1147636426085166,0.7530161346323099
CHAD,CHARI_BAGUIRMI,0.6240085282841321,0.6511296758893994
LIBYA,TARABULUS,0.8336009222607724,0.6971157871075332
COTE_DIVOIRE,NZI,1.0726126860948004,0.7450934588779616
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,ITURI,1.0677620796115168,0.7441710923377142
SOMALIA,LOWER_JUBA,0.7006327021236024,0.6683280354434472
NIGERIA,BORNO,0.6280413337791401,0.65204520802782
TUNISIA,MONASTIR,0.9626274510352664,0.7236475560756411
SENEGAL,MATAM,1.0832782443507898,0.7471138591897334
GHANA,UPPER_EAST,1.05924095104228,0.7425454633415299
GABON,WOLEU_NTEM,0.9244772237983024,0.715953491912939
ZIMBABWE,MASHONALAND_EAST,1.2763700494265615,0.7818312450393229
LIBYA,BENGHAZI,0.9015828392268131,0.71127466793228
UGANDA,BUKEDI,1.0813027883382995,0.7467404447549432
SOUTH_AFRICA,KWAZULU_NATAL,1.267721091877033,0.7803523868428556
EGYPT,ASSIUT,0.9944525679539822,0.7299664902726302
SOMALIA,GALGADUD,0.6504737508902173,0.6571172134113771
KENYA,NYERI,1.0103717589085874,0.7330928967530583
EGYPT,DAKAHLIA,1.0035098821081785,0.7317481034322771
ERITREA,GASHBARKA,1.0511666122081988,0.740998857813861
SENEGAL,LOUGA,1.1833356605910317,0.7655470342740314
KENYA,KAKAMEGA,1.0791309259914876,0.7463294839209189
NIGERIA,ANAMBRA,0.8651781349375268,0.703741378602899
ZAMBIA,COPPERBELT,1.1562868068505336,0.7606573537137474
COTE_DIVOIRE,CAVALLY,1.126278896854762,0.7551515291054697
KENYA,BOMET,1.0718954801141416,0.7449572165792199
UGANDA,BUSOGA,1.0886545661206997,0.7481282829786736
NIGERIA,NIGER,0.6478204200407129,0.6565191313635129
MADAGASCAR,ANALANJIROFO,0.9992214065269156,0.7309054703254958
BENIN,COLLINES,0.8778458158953428,0.7063756224194244
KENYA,KAJIADO,1.0228341747025644,0.7355242945687749
CAMEROON,EXTREME_NORD,0.7114385275515797,0.6707189438598363
GHANA,NORTHERN,0.8050593913036717,0.6910556924676631
EGYPT,ALEXANDRIA,1.0191681535654318,0.7348105341970097
ERITREA,CENTRAL,1.041793174993069,0.7391958521903161
CHAD,HADJER_LAMIS,0.643516807265214,0.6555480064530681
ALGERIA,TEBESSA,0.8684673844635648,0.7044266925443308
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,MONGALA,0.8177567558502106,0.6937599542672617
ETHIOPIA,SNNP,0.8693912542509504,0.704619014884515
SUDAN,GEDARIF,1.0744246871056382,0.745437457906462
NIGERIA,CROSS_RIVER,0.9017617847213116,0.7113114153291014
GHANA,AHAFO,1.0215994625749647,0.7352840382722324
GUINEA_BISSAU,TOMBALI,1.0295494155130152,0.7368285313074513
TUNISIA,NABEUL,0.967405087105549,0.7246019745786059
BENIN,ATLANTIQUE,0.8642364594851834,0.7035450115450237
LIBERIA,BONG,1.0785505744773147,0.7462195950297468
UNITED_REPUBLIC_OF_TANZANIA,MWANZA,1.0818689938110673,0.7468475100938249
SUDAN,NORTH_KORDOFAN,1.0545552613619544,0.7416486745348472
SUDAN,RIVER_NILE,1.0645952018053737,0.7435677145646428
TUNISIA,ZAGHOUAN,0.9577240971922256,0.7226659001521838
NIGERIA,KOGI,0.6975769653584547,0.6676503354398513
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KONGO_CENTRAL,1.0246486550518663,0.7358771114840152
NIGER,NIAMEY,0.7013782462788455,0.6684932762452748
CONGO,BOUENZA,1.0053496124230323,0.7321090752738775
CONGO,BRAZZAVILLE,0.9924463109818918,0.7295708436927915
NIGERIA,KATSINA,0.6525182929457047,0.6575777296373273
CHAD,LOGONE_ORIENTAL,0.7017484643784468,0.6685753151657349
UNITED_REPUBLIC_OF_TANZANIA,DODOMA,1.1040315902573632,0.7510147417665877
GAMBIA,UPPER_RIVER_REGION,1.1052012948664067,0.7512334024756968
RWANDA,OUE,1.05181356335285,0.7411230010267036
KENYA,MACHAKOS,0.9977856190710256,0.7306229822189725
NIGERIA,KADUNA,0.6532181683698339,0.6577353026837156
UNITED_REPUBLIC_OF_TANZANIA,PWANI,1.1388820899329546,0.757474330249426
CONGO,LEKOUMOU,0.9955571519684658,0.7301841654918212
NIGERIA,OSUN,0.8117130858077519,0.692474432316227
NIGERIA,SOKOTO,0.7004561217309621,0.6682888924686033
ZAMBIA,LUSAKA,1.2371738206341054,0.7750716937559664
BURUNDI,RUYIGI,1.057151856034097,0.7421458851799514
GABON,HAUT_OGOOUE,0.985676679079406,0.7282331402559485
TUNISIA,SFAX,0.924652020268548,0.7159890378960516
ETHIOPIA,AMHARA,0.901440536862246,0.7112454434111124
NIGERIA,EBONYI,0.9050757207710944,0.7119914469350697
EGYPT,NEW_VALLEY,0.9549892621060138,0.7221174511474782
KENYA,MIGORI,1.085434355482554,0.7475210063993353
SUDAN,WHITE_NILE,1.0721228122790272,0.7450004063673104
MALI,TAOUDENIT,0.8666648077922429,0.704051240296488
BENIN,MONO,0.975278461292499,0.7261703559322038
MAURITANIA,NOUAKCHOTT_SUD,0.963434714933921,0.723808964989535
KENYA,NAKURU,1.0395287061170753,0.7387590593755514
MADAGASCAR,ANDROY,1.0009342970522592,0.7312422329195107
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,KASAI,1.0512020561580864,0.7410056601426867
UNITED_REPUBLIC_OF_TANZANIA,TANGA,1.093680385771881,0.7490741285065972
SUDAN,GEZIRA,1.1179711868269098,0.7536121985484732
KENYA,NAIROBI,0.8347028077907649,0.6973483945859201
GAMBIA,NORTH_BANK_EAST_REGION,1.1698743914306688,0.7631223106370533
UNITED_REPUBLIC_OF_TANZANIA,IRINGA,1.1035957818779751,0.750933240346184
BENIN,BORGOU,0.8779941768251647,0.7064063928845316
BURKINA_FASO,GAOUA,0.97956332284585,0.727021561456381
UGANDA,TORO,1.0850680486791373,0.7474518658205807
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,LUALABA,1.1369454218835942,0.7571183734477456
SENEGAL,SEDHIOU,1.1559847186657348,0.7606023518898393
EQUATORIAL_GUINEA,LITORAL,0.910575038615906,0.7131178190252514
ANGOLA,MOXICO,1.2171638401561833,0.7715640528911782
TOGO,CENTRALE,0.9232131013182804,0.7156963446311662
NIGER,ZINDER,0.5816438433900291,0.6414455668994397
NAMIBIA,HARDAP,1.301609697182527,0.7861057677938121
NIGERIA,IMO,0.8960234257466874,0.7101316303942163
GUINEA,BOKE,0.926939043560884,0.7164538713733147
BURKINA_FASO,OUAGADOUGOU,1.1298685399245465,0.7558146377876059
SOMALIA,MIDDLE_SHABELLE,0.7351348692221492,0.6759310712950867
ANGOLA,BENGO,1.0826088928655568,0.7469873745238993
KENYA,BARINGO,1.0397812066095435,0.738807787545842
ETHIOPIA,AFAR,0.9600563899778828,0.7231330951953706
EQUATORIAL_GUINEA,WELE_NZAS,0.9205857072198816,0.7151614325513566
UNITED_REPUBLIC_OF_TANZANIA,MTWARA,1.200030453887741,0.7685302010320398
EGYPT,GIZA,0.931693836760728,0.7174188018603701
MALI,KAYES,0.9476346681196458,0.720639241976674
NIGERIA,OYO,0.7439062316807596,0.6778494503072574
CAMEROON,SUD_OUEST,0.8148721492848446,0.6931467568752367
NIGERIA,FCT,0.8112947569034084,0.6923853405008696
MADAGASCAR,ANALAMANGA,1.0028324732210818,0.7316151120608755
ETHIOPIA,OROMIYA,0.7384146842827243,0.6766490941129956
SUDAN,WEST_DARFUR,0.8122800141461525,0.6925951485671135
SOUTH_SUDAN,UPPER_NILE,0.98720753033167,0.7285360045893005
MAURITANIA,INCHIRI,0.9468514326638507,0.720481535081054
TUNISIA,MANOUBA,0.9658849203707484,0.7242985157451796
NIGER,TILLABERI,0.7442271733822388,0.6779195302088619
ALGERIA,ORAN,0.8648378859015622,0.7036704353510073
GABON,OGOOUE_MARITIME,0.980580729958732,0.7272234306598914
MOROCCO,GUELMIM_OUED_NOUN,0.8670030466648676,0.7041217119291099
ZAMBIA,SOUTHERN,1.2368354833017212,0.7750127040371069
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,MANIEMA,1.2453036397752535,0.7764858401348715
BURUNDI,CANKUZO,1.0626070805120569,0.7431884464647669
MOZAMBIQUE,MAPUTO_PROVINCIA,1.2489078870355768,0.7771107539416499
BURKINA_FASO,BOBO,1.1248020261375744,0.7548783562218632
CAMEROON,OUEST,0.7821357525241637,0.6861402348623092
LIBERIA,MARGIBI,1.0837451701470833,0.7472020675145165
SOUTH_SUDAN,LAKES,1.134851421088226,0.7567331000513042
GAMBIA,CENTRAL_RIVER_REGION,1.1348196727742657,0.7567272555163848
KENYA,MURANGA,1.009513627960259,0.7329249546606457
MOROCCO,LAAYOUNE_S_HAMRA,0.8926688449437852,0.7094406212754718
EGYPT,MENIA,0.9947215714779148,0.7300195117331207
MAURITANIA,ASSABA,1.0065987837983703,0.7323539984351695
UNITED_REPUBLIC_OF_TANZANIA,TABORA,1.061786359655004,0.7430317729295921
SOUTH_SUDAN,JONGLEI,1.032351769599056,0.7373715813190785
ERITREA,ANSEBA,1.047177662891632,0.7402325648078514
GHANA,SAVANNAH,0.9486595901890904,0.7208455309030182
TOGO,MARITIME,1.0334411152027394,0.7375824836945049
COTE_DIVOIRE,HAMBOL,1.0818234029723033,0.7468388903053121
SUDAN,SENNAR,1.0426652210681866,0.7393639348221738
UNITED_REPUBLIC_OF_TANZANIA,SHINYANGA,1.0794015317061434,0.7463807120628572
DEMOCRATIC_REPUBLIC_OF_THE_CONGO,SANKURU,1.0317252778795438,0.7372502401919652
KENYA,ELGEYO_MARAKWET,1.0596577626769756,0.7426251378736577
UNITED_REPUBLIC_OF_TANZANIA,NJOMBE,1.1226021813324558,0.754471075291647
DJIBOUTI,TADJOURAH,0.9390566993632142,0.7189090757087265
KENYA,SAMBURU,0.9841759423850952,0.727936028296128
ALGERIA,ADRAR,0.8098140327591647,0.6920698743943264
EGYPT,N_SINAI,0.7356763749783615,0.6760496758856815
COTE_DIVOIRE,PORO,1.0348293694970747,0.7378510980095597
NIGERIA,OGUN,0.914138366648498,0.7138462535574839
NIGERIA,EKITI,0.8387765579093669,0.6982074824093367
SIERRA_LEONE,NORTH_WESTERN,0.932624361287468,0.7176074080560673
SOUTH_AFRICA,NORTH_WEST,1.2829407079861406,0.7829499341893499
ANGOLA,CUANDO_CUBANGO,1.1601509945870034,0.7613601502637268
COTE_DIVOIRE,SAN_PEDRO,1.0716676645820211,0.7449139301326102
LIBERIA,GRAND_GEDEH,1.0924737650196137,0.7488472614073675
BOTSWANA,KGALAGADI_SOUTH,1.2997639050215728,0.7857952459628614
NIGERIA,NASARAWA,0.7345687527571938,0.675807052120842
MALAWI,SOUTHERN,1.2322598068025985,0.774213848558258
SOUTH_AFRICA,EASTERN_CAPE,1.303497611042494,0.7864230367535009
CENTRAL_AFRICAN_REPUBLIC,RS7,0.9416450303761988,0.7194318260897338
