dot_name,lat,lon,prop_underwt,ADM0_NAME,ADM1_NAME,ADM2_NAME
AFRO:LIBERIA:GBARPOLU:BELLEH,7.537921208947688,-9.966247348179207,0.17148581652805725,LIBERIA,GBARPOLU,BELLEH
AFRO:LIBERIA:GBARPOLU:BOKOMU,7.228203074762918,-10.04691324501465,0.1652458450442455,LIBERIA,GBARPOLU,BOKOMU
AFRO:LIBERIA:GBARPOLU:BOPOLU,7.163644289718506,-10.441000294978242,0.1647249737135861,LIBERIA,GBARPOLU,BOPOLU
AFRO:LIBERIA:GBARPOLU:GBARMA,7.165418377715665,-10.652011045789791,0.16902538428435457,LIBERIA,GBARPOLU,GBARMA
AFRO:LIBERIA:GBARPOLU:KONGBA,7.669370933008538,-10.503416704154532,0.16813459902796254,LIBERIA,GBARPOLU,KONGBA
AFRO:LIBERIA:GRAND_BASSA:CAMP_WOOD,5.928811113845238,-9.930007814783004,0.17622175033275897,LIBERIA,GRAND_BASSA,CAMP_WOOD
AFRO:LIBERIA:GRAND_BASSA:DISTRICT_#_1,6.278173317101187,-10.162781929061564,0.1765823844627098,LIBERIA,GRAND_BASSA,DISTRICT_#_1
AFRO:LIBERIA:GRAND_BASSA:DISTRICT_#_2,6.4211238794193415,-9.84709195675125,0.17734648617831145,LIBERIA,GRAND_BASSA,DISTRICT_#_2
AFRO:LIBERIA:GRAND_BASSA:DISTRICT_#_3A_&_3B,6.43597119194759,-9.370156841744347,0.17662832430430822,LIBERIA,GRAND_BASSA,DISTRICT_#_3A_&_3B
AFRO:LIBERIA:GRAND_BASSA:DISTRICT_#_4,5.884354099653372,-9.73282890124511,0.17646975898742676,LIBERIA,GRAND_BASSA,DISTRICT_#_4
AFRO:LIBERIA:GRAND_BASSA:OWENSGROVE,6.192383816479481,-10.28419848297511,0.1677913653055827,LIBERIA,GRAND_BASSA,OWENSGROVE
AFRO:LIBERIA:GRAND_BASSA:BUCHANAN,6.051624505930662,-10.020464467853762,0.17770802361624582,LIBERIA,GRAND_BASSA,BUCHANAN
AFRO:LIBERIA:GRAND_CAPE_MOUNT:COMMONWEALTH_C,6.729934830493201,-11.269771459277413,0.18183361598423547,LIBERIA,GRAND_CAPE_MOUNT,COMMONWEALTH_C
AFRO:LIBERIA:GRAND_CAPE_MOUNT:GARWULA,6.802733136424303,-11.127849529623683,0.1826029577255249,LIBERIA,GRAND_CAPE_MOUNT,GARWULA
AFRO:LIBERIA:GRAND_CAPE_MOUNT:GOLAKONNEH,7.155395890274338,-10.888471223796563,0.1810943687529791,LIBERIA,GRAND_CAPE_MOUNT,GOLAKONNEH
AFRO:LIBERIA:GRAND_CAPE_MOUNT:PORKPA,7.298971875383894,-11.04427412533625,0.18525269245279247,LIBERIA,GRAND_CAPE_MOUNT,PORKPA
AFRO:LIBERIA:GRAND_CAPE_MOUNT:TEWOR,6.9624419825762764,-11.315337015656096,0.18251748911539714,LIBERIA,GRAND_CAPE_MOUNT,TEWOR
AFRO:LIBERIA:GRAND_GEDEH:BHAI,6.0843749583888265,-8.712336579600557,0.14544948203541408,LIBERIA,GRAND_GEDEH,BHAI
AFRO:LIBERIA:GRAND_GEDEH:CAVALLA,6.114720962061525,-8.224947062946894,0.13098307527344802,LIBERIA,GRAND_GEDEH,CAVALLA
AFRO:LIBERIA:GRAND_GEDEH:GBAO,6.0387646650961075,-8.508604863700915,0.13758162089756557,LIBERIA,GRAND_GEDEH,GBAO
AFRO:LIBERIA:GRAND_GEDEH:KONOBO,5.759151640801025,-7.742812372303581,0.1348624074459076,LIBERIA,GRAND_GEDEH,KONOBO
AFRO:LIBERIA:GRAND_GEDEH:PUTU,5.664537360572343,-8.202733401936138,0.13992341235831932,LIBERIA,GRAND_GEDEH,PUTU
AFRO:LIBERIA:GRAND_GEDEH:TCHIEN,6.007057371001895,-8.087459488633941,0.1308459025162917,LIBERIA,GRAND_GEDEH,TCHIEN
AFRO:LIBERIA:GRAND_KRU:BARCLAYVILLE,4.677526941685638,-8.142518257636423,0.17438945304022893,LIBERIA,GRAND_KRU,BARCLAYVILLE
AFRO:LIBERIA:GRAND_KRU:BUAH,4.934618884737958,-8.142021303899218,0.16721292461667742,LIBERIA,GRAND_KRU,BUAH
AFRO:LIBERIA:GRAND_KRU:DORBOR,5.008082930306279,-8.292234873217012,0.16946194966634112,LIBERIA,GRAND_KRU,DORBOR
AFRO:LIBERIA:GRAND_KRU:JRAOH,4.821003905266536,-8.455826939791146,0.1699550809665602,LIBERIA,GRAND_KRU,JRAOH
AFRO:LIBERIA:GRAND_KRU:TREHN,4.638831537075272,-7.90077718068099,0.16039468100576693,LIBERIA,GRAND_KRU,TREHN
AFRO:LIBERIA:LOFA:FOYA,8.36839672359318,-10.20492093318742,0.16747585230860218,LIBERIA,LOFA,FOYA
AFRO:LIBERIA:LOFA:KOLAHUN,8.063228616143496,-10.145366782439597,0.16678888617210016,LIBERIA,LOFA,KOLAHUN
AFRO:LIBERIA:LOFA:SALAYEA,7.457312757383087,-9.562744839384756,0.16592059323045075,LIBERIA,LOFA,SALAYEA
AFRO:LIBERIA:LOFA:VAHUN,8.038420122261014,-10.494071477093568,0.16618385314941406,LIBERIA,LOFA,VAHUN
AFRO:LIBERIA:LOFA:VOINJAMA,8.259054410980804,-9.811051617249447,0.16550933175616794,LIBERIA,LOFA,VOINJAMA
AFRO:LIBERIA:LOFA:ZORZOR,7.886873232512558,-9.656135228067942,0.16989835183914395,LIBERIA,LOFA,ZORZOR
AFRO:LIBERIA:MARGIBI:FIRESTONE,6.386737110909742,-10.34875725509176,0.15896823732476487,LIBERIA,MARGIBI,FIRESTONE
AFRO:LIBERIA:MARGIBI:GIBI,6.567896338175709,-10.016371014661917,0.1649877475738525,LIBERIA,MARGIBI,GIBI
AFRO:LIBERIA:MARGIBI:KAKATA,6.678206413343567,-10.257071141669147,0.15949216609098474,LIBERIA,MARGIBI,KAKATA
AFRO:LIBERIA:MARGIBI:MAMBAH_KABA,6.262176215988424,-10.501217256836249,0.15584915058953422,LIBERIA,MARGIBI,MAMBAH_KABA
AFRO:LIBERIA:MARYLAND:BAROBO_FAJAH,4.950210416361051,-7.911450669557743,0.14936043620109557,LIBERIA,MARYLAND,BAROBO_FAJAH
AFRO:LIBERIA:MARYLAND:KARLUWAY_1,4.810816100942575,-7.749357703620809,0.14563678622245788,LIBERIA,MARYLAND,KARLUWAY_1
AFRO:LIBERIA:MARYLAND:KARLUWAY_2,4.844821596125221,-7.820751527191022,0.14818416474570692,LIBERIA,MARYLAND,KARLUWAY_2
